date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:58	29440/29440	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:55%20GMT	http://api.jquery.com/deferred.fail/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.fail/index.html	(from http://api.jquery.com/)
17:00:58	28068/28068	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:56%20GMT	http://api.jquery.com/deferred.isRejected/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.isRejected/index.html	(from http://api.jquery.com/)
17:00:58	28133/28133	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:56%20GMT	http://api.jquery.com/deferred.isResolved/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.isResolved/index.html	(from http://api.jquery.com/)
17:00:59	27949/27949	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:57%20GMT	http://api.jquery.com/deferred.notify/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.notify/index.html	(from http://api.jquery.com/)
17:00:59	28254/28254	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:57%20GMT	http://api.jquery.com/deferred.notifyWith/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.notifyWith/index.html	(from http://api.jquery.com/)
17:00:59	34745/34745	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:57%20GMT	http://api.jquery.com/deferred.pipe/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.pipe/index.html	(from http://api.jquery.com/)
17:01:00	27987/27987	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:58%20GMT	http://api.jquery.com/deferred.progress/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.progress/index.html	(from http://api.jquery.com/)
17:01:00	38255/38255	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:58%20GMT	http://api.jquery.com/deferred.promise/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.promise/index.html	(from http://api.jquery.com/)
17:01:00	28033/28033	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:58%20GMT	http://api.jquery.com/deferred.reject/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.reject/index.html	(from http://api.jquery.com/)
17:01:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Feb%202013%2016:00:59%20GMT	http://api.jquery.com/contents	/Users/benoit/websites/api.jquery.com/api.jquery.com/contents.e.delayed	(from http://api.jquery.com/)
17:01:01	28292/28292	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:59%20GMT	http://api.jquery.com/deferred.rejectWith/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.rejectWith/index.html	(from http://api.jquery.com/)
17:01:01	28279/28279	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:59%20GMT	http://api.jquery.com/deferred.resolveWith/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.resolveWith/index.html	(from http://api.jquery.com/)
17:01:01	28171/28171	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:59%20GMT	http://api.jquery.com/deferred.state/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.state/index.html	(from http://api.jquery.com/)
17:01:01	27692/27692	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:59%20GMT	http://api.jquery.com/deferred.resolve/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.resolve/index.html	(from http://api.jquery.com/)
17:01:02	41038/41038	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:01:00%20GMT	http://api.jquery.com/deferred.then/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.then/index.html	(from http://api.jquery.com/)
